,VerseId,VerseContent,UntrimmedAudio
6168,ACT.11.4,Petero abatekerereza uko byagenze kose abikuye ruhande ati: ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/11-c650b93adccf5f719be1e77487b61b91.mp3?version_id=387
6169,ACT.11.5,"â€œNari mu mujyi w'i Yope nsenga maze ndabonekerwa. Mbona ikintu cyamanukaga gisa n'umwenda munini urambuye, gifashwe ku mitwe ine. Kiva mu ijuru kingera iruhande. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/11-c650b93adccf5f719be1e77487b61b91.mp3?version_id=387
6170,ACT.11.6,Nkirungurutsemo mbona amatungo n'ibikoko n'ibikururuka hasi n'inyoni. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/11-c650b93adccf5f719be1e77487b61b91.mp3?version_id=387
6171,ACT.11.7,"Nuko numva ijwi ry'umbwira ati: â€˜Petero, haguruka ubage urye!â€™ ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/11-c650b93adccf5f719be1e77487b61b91.mp3?version_id=387
6172,ACT.11.8,Ndamusubiza nti â€˜Oya Nyagasani! Sinigeze nkoza mu kanwa ikintu cyose kitaribwa cyangwa gihumanya!â€™ ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/11-c650b93adccf5f719be1e77487b61b91.mp3?version_id=387
6173,ACT.11.9,Nongera kumva iryo jwi ry'uvugira mu ijuru ati: â€˜Icyo Imana yahumanuye ntukacyite igihumanya.â€™ ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/11-c650b93adccf5f719be1e77487b61b91.mp3?version_id=387
6174,ACT.11.10,"Ibyo bisubirwamo gatatu, hanyuma ibyo bintu byose bisubizwa mu ijuru. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/11-c650b93adccf5f719be1e77487b61b91.mp3?version_id=387
6175,ACT.11.11,"Ako kanya abagabo batatu bantumweho baraza baturutse i Kayizariya, baba bageze ku nzu nari ncumbitsemo. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/11-c650b93adccf5f719be1e77487b61b91.mp3?version_id=387
6176,ACT.11.12,"Mwuka ambwira kujyana na bo nta kugingimiranya. Abo bavandimwe batandatu b'i Yope turajyana, twinjira mu nzu ya Koruneli. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/11-c650b93adccf5f719be1e77487b61b91.mp3?version_id=387
6177,ACT.11.13,"Adutekerereza ukuntu yabonye umumarayika ageze iwe, akamubwira ati: â€˜Ohereza umuntu i Yope, utumize Simoni wahimbwe Petero. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/11-c650b93adccf5f719be1e77487b61b91.mp3?version_id=387
6178,ACT.11.14,Azakubwira uburyo wowe n'abo mu rugo rwawe mwese mwakizwa.â€™ ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/11-c650b93adccf5f719be1e77487b61b91.mp3?version_id=387
6179,ACT.11.15,"Ngitangira kuvuga Mwuka Muziranenge aramanuka abajyaho, nk'uko natwe yatujeho rugikubita. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/11-c650b93adccf5f719be1e77487b61b91.mp3?version_id=387
6180,ACT.11.16,"Ni bwo nibutse icyo Nyagasani yigeze kuvuga ati: â€˜Yohani yabatirishije amazi, ariko mwebwe muzabatirishwa Mwuka Muziranenge.â€™ ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/11-c650b93adccf5f719be1e77487b61b91.mp3?version_id=387
6181,ACT.11.17,"None rero niba Imana yarabagabiye impano imwe n'iyo natwe twahawe cya gihe twemeraga Nyagasani Yezu Kristo, ndi nde wo kurwanya imigambi yayo?â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/11-c650b93adccf5f719be1e77487b61b91.mp3?version_id=387
6183,ACT.11.18,"Babyumvise batyo bahita batuza, maze basingiza Imana bati: â€œErega n'abatari Abayahudi Imana yabashoboje kwihana kugira ngo bagire ubugingo buhoraho!â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/11-c650b93adccf5f719be1e77487b61b91.mp3?version_id=387
6185,ACT.11.19,"Abemera Kristo batatanijwe n'amakuba yabaye igihe Sitefano yicwaga. Bamwe muri bo bagiye muri Fenisiya, abandi muri Shipure n'abandi Antiyokiya, batangariza Ijambo ry'Imana Abayahudi bonyine. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/11-c650b93adccf5f719be1e77487b61b91.mp3?version_id=387
6186,ACT.11.20,"Nyamara bamwe muri abo bigishwa ba Kristo bakomokaga muri Shipure no muri Sirene, bageze Antiyokiya bavugana n'abatari Abayahudi",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/11-c650b93adccf5f719be1e77487b61b91.mp3?version_id=387
6187,ACT.11.21,"Ububasha bwa Nyagasani bwari kuri bo, bigatuma abantu benshi bamwemera bakamuyoboka.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/11-c650b93adccf5f719be1e77487b61b91.mp3?version_id=387
6189,ACT.11.22,"Iyo nkuru igera ku itorero rya Kristo ry'i Yeruzalemu, maze bohereza Barinaba Antiyokiya. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/11-c650b93adccf5f719be1e77487b61b91.mp3?version_id=387
6190,ACT.11.23,"Agezeyo abona ukuntu Imana yahaye abo bantu umugisha biramushimisha, ni ko kubihanangiriza ngo bakomere kuri Nyagasani babikuye ku mutima. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/11-c650b93adccf5f719be1e77487b61b91.mp3?version_id=387
6191,ACT.11.24,Barinaba yari umuntu mwiza wuzuye Mwuka Muziranenge no kwizera Kristo. Bityo abantu benshi biyongera ku bemeraga Nyagasani.,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/11-c650b93adccf5f719be1e77487b61b91.mp3?version_id=387
6193,ACT.11.25,Barinaba aherako ajya i Tarisi gushaka Sawuli. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/11-c650b93adccf5f719be1e77487b61b91.mp3?version_id=387
6194,ACT.11.26,"Amubonye bagarukana Antiyokiya. Bamara umwaka wose mu itorero rya Kristo ryaho, bigisha abantu benshi. Abigishwa ba Kristo b'i Antiyokiya ni bo babaye aba mbere mu kwitwa â€œAbakristoâ€ù.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/11-c650b93adccf5f719be1e77487b61b91.mp3?version_id=387
6196,ACT.11.27,"Icyo gihe habonetse abahanuzi bavuye i Yeruzalemu, bajya Antiyokiya. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/11-c650b93adccf5f719be1e77487b61b91.mp3?version_id=387
6197,ACT.11.28,"Umwe muri bo witwaga Agabo akoreshejwe na Mwuka w'Imana, arahaguruka ahanura ko ku isi yose hagiye gutera inzara ikomeye (koko ni ko byabaye ku ngoma y'umwami w'i Roma witwa Kilawudiyo",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/11-c650b93adccf5f719be1e77487b61b91.mp3?version_id=387
6198,ACT.11.29,"Noneho abigishwa ba Kristo bakurikije uko umuntu wese yifite, biyemeza kugira icyo batanga cyo gufasha abavandimwe bari batuye muri Yudeya. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/11-c650b93adccf5f719be1e77487b61b91.mp3?version_id=387
6199,ACT.11.30,"Babigenza batyo izo mfashanyo baziha Barinaba na Sawuli, na bo bazishyikiriza abakuru b'Umuryango wa Kristo i Yeruzalemu.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/11-c650b93adccf5f719be1e77487b61b91.mp3?version_id=387
6200,ACT.12.1,Muri icyo gihe Umwami Herodi atangira kugirira nabi abantu bamwe bo mu Muryango wa Kristo. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/12-708317357ad849e368538a851bcbfb08.mp3?version_id=387
6201,ACT.12.2,Ategeka ko bicisha inkota Yakobo mwene se wa Yohani. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/12-708317357ad849e368538a851bcbfb08.mp3?version_id=387
6202,ACT.12.3,"Abonye ko ibyo bishimishije Abayahudi, ariyongeza afatisha na Petero. Ibyo byabaye mu minsi mikuru Abayahudi baryagamo imigati idasembuye",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/12-708317357ad849e368538a851bcbfb08.mp3?version_id=387
6203,ACT.12.4,Amaze kumufata amushyira muri gereza. Ategeka amatsinda ane y'abasirikari bane bane ngo bajye bakuranwa kumurinda. Yashakaga kuzamushyira mu ruhame nyuma y'iminsi mikuru ya Pasika. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/12-708317357ad849e368538a851bcbfb08.mp3?version_id=387
6204,ACT.12.5,Nuko Petero arindirwa muri gereza. Ariko ab'Umuryango wa Kristo bakomeza kumusabira ku Mana bashyizeho umwete.,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/12-708317357ad849e368538a851bcbfb08.mp3?version_id=387
6206,ACT.12.6,"Herodi araye ari bumujyane gucirwa urubanza, Petero yari asinziriye azirikishijwe iminyururu ibiri, ari hagati y'abarinzi babiri. Hari n'abandi barinzi ku rugi rwa gereza. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/12-708317357ad849e368538a851bcbfb08.mp3?version_id=387
6207,ACT.12.7,"Nuko umumarayika wa Nyagasani aratunguka, maze umucyo ukwira muri iyo nzu. Uwo mumarayika akomanga Petero mu rubavu, aramukangura aramubwira ati: â€œByuka bwangu!â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/12-708317357ad849e368538a851bcbfb08.mp3?version_id=387
6208,ACT.12.7,Iminyururu ihita imuva ku maboko iragwa. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/12-708317357ad849e368538a851bcbfb08.mp3?version_id=387
6209,ACT.12.8,Umumarayika aramubwira ati: â€œKenyera ushyiremo n'inkweto!â€ù Abigenza atyo. Umumarayika ni ko kumubwira ati: â€œIfubike umwitero wawe unkurikire!â€ù ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/12-708317357ad849e368538a851bcbfb08.mp3?version_id=387
6210,ACT.12.9,"Petero aramukurikira bava aho. Ariko ntiyari azi ko ibyo umumarayika akoze ari ibimubayeho koko, ahubwo yibwiraga ko arota. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/12-708317357ad849e368538a851bcbfb08.mp3?version_id=387
6211,ACT.12.10,"Banyura ku barinzi ba mbere no ku ba kabiri, bagera ku rugi rw'icyuma rwo ku irembo ryerekera mu mujyi. Rugira rutya rurabikingurira barasohoka, banyura umuhanda umwe wo mu mujyi. Ako kanya umumarayika amusiga aho.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/12-708317357ad849e368538a851bcbfb08.mp3?version_id=387
6213,ACT.12.11,"Nuko Petero agaruye umutima aravuga ati: â€œNoneho menye by'ukuri ko Nyagasani yohereje umumarayika we, akankiza amaboko ya Herodi n'imigambi yose y'Abayahudi.â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/12-708317357ad849e368538a851bcbfb08.mp3?version_id=387
6215,ACT.12.12,"Amaze kumenya neza aho ari, ajya kwa Mariya nyina wa Yohani bitaga Mariko, aho abantu benshi bari bateraniye basenga. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/12-708317357ad849e368538a851bcbfb08.mp3?version_id=387
6216,ACT.12.13,"Petero akomanga ku rugi rwo ku irembo, maze umukobwa w'umuja witwaga Roda ajya kumva uwo ari we. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/12-708317357ad849e368538a851bcbfb08.mp3?version_id=387
6217,ACT.12.14,"Amenya ijwi rya Petero maze ibyishimo bimubuza kumukingurira, ahubwo asubirayo yiruka abwira abandi ko Petero ahagaze ku rugi. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/12-708317357ad849e368538a851bcbfb08.mp3?version_id=387
6218,ACT.12.15,Baramubwira bati: â€œWasaze!â€ù,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/12-708317357ad849e368538a851bcbfb08.mp3?version_id=387
6219,ACT.12.15,"Ariko ababwira akomeje ko ari iby'ukuri. Bo rero baravuga bati: â€œSi we, ni umumarayika we!",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/12-708317357ad849e368538a851bcbfb08.mp3?version_id=387
6221,ACT.12.16,"Nyamara Petero akomeza gukomanga. Bigeza aho baza gukingura, baramubona barumirwa. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/12-708317357ad849e368538a851bcbfb08.mp3?version_id=387
6222,ACT.12.17,Arabacecekesha maze abatekerereza uko Nyagasani yamukuye muri gereza. Nyuma arababwira ati: â€œMubimenyeshe Yakobo,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/12-708317357ad849e368538a851bcbfb08.mp3?version_id=387
6223,ACT.12.17,Nuko Petero arasohoka yigira ahandi hantu.,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/12-708317357ad849e368538a851bcbfb08.mp3?version_id=387
6225,ACT.12.18,"Bukeye haba impagarara nyinshi mu basirikari, bibaza ibyabaye kuri Petero. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/12-708317357ad849e368538a851bcbfb08.mp3?version_id=387
6226,ACT.12.19,"Herodi amushakisha hose ariko ntiyamubona. Ni bwo yategetse ko babaza abarinzi b'imbohe, hanyuma bakabica. Birangiye Herodi ava muri Yudeya amara iminsi i Kayizariya.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/12-708317357ad849e368538a851bcbfb08.mp3?version_id=387
6228,ACT.12.20,"Herodi yari arakariye cyane abaturage b'i Tiri n'i Sidoni. Nuko bo bahuza inama baramusanga, maze bashaka amaboko kuri Bulasito umutware w'abanyanzu b'Umwami, basaba umwami amahoro kuko bahahiraga mu gihugu cye.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/12-708317357ad849e368538a851bcbfb08.mp3?version_id=387
6230,ACT.12.21,"Ku munsi wagenwe Herodi yambara imyambaro ya cyami, yicara ahirengeye maze afata ijambo aganirira rubanda. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/12-708317357ad849e368538a851bcbfb08.mp3?version_id=387
6231,ACT.12.22,"Nuko batera hejuru bati: â€œErega si umuntu uvuga, ahubwo ni imwe mu mana!â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/12-708317357ad849e368538a851bcbfb08.mp3?version_id=387
6233,ACT.12.23,Ako kanya umumarayika wa Nyagasani aramukubita agwa inyo arapfa,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/12-708317357ad849e368538a851bcbfb08.mp3?version_id=387
6235,ACT.12.24,Nyamara ijambo ry'Imana rirushaho kwamamara.,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/12-708317357ad849e368538a851bcbfb08.mp3?version_id=387
6237,ACT.12.25,Barinaba na Sawuli barangije umurimo wabo bava i Yeruzalemu basubira Antiyokiya,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/12-708317357ad849e368538a851bcbfb08.mp3?version_id=387
6238,ACT.13.1,"Mu itorero rya Kristo rya Antiyokiya, habaga abahanuzi n'abigisha, ari bo Barinaba na Simeyoni uwo bitaga Rukara, na Lukiyo wo muri Sirene, na Manaheni wari wareranywe n'Umutware Herodi",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6239,ACT.13.2,"Igihe basengaga Nyagasani bigomwe kurya, Mwuka Muziranenge arababwira ati: â€œNimuntoranyirize Barinaba na Sawuli bajye gukora umurimo nabahamagariye.â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6241,ACT.13.3,"Nuko bigomwa kurya barasenga, hanyuma babarambikaho ibiganza barabohereza.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6243,ACT.13.4,"Barinaba na Sawuli batumwe na Mwuka Muziranenge bajya i Selukiya, aho bafata ubwato bagana kuri Shipure. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6244,ACT.13.5,"Bageze ku cyambu cya Salamina, bavuga ijambo ry'Imana mu nsengero z'Abayahudi. Yohani Mariko na we yari kumwe na bo abafasha.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6246,ACT.13.6,"Bambukiranya ikirwa cyose bagera i Pafo, bahasanga umupfumu w'Umuyahudi wahanuraga ibinyoma witwaga Bariyezu. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6247,ACT.13.7,"Yabaga kwa Serugiyo Pawulo, Umunyaroma w'umunyabwenge wategekaga icyo kirwa. Uwo mutegetsi atumiza Barinaba na Sawuli, kuko yashakaga kumva Ijambo ry'Imana. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6248,ACT.13.8,"Uwo mupfumu Eluma (ni ko Bariyezu yitwa mu Kigereki) arabarwanya, agerageza kuyobya umutegetsi ngo atemera Kristo.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6250,ACT.13.9,Nyamara Sawuli ari we Pawulo,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6251,ACT.13.10,"â€œYewe mwana wa Satani, mwanzi w'ubutungane bwose wuzuye uburiganya n'amahugu, uzageza he gusiba amayira ajya kuri Nyagasani? ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6252,ACT.13.11,"None dore Nyagasani abanguye ukuboko ngo agukubite, urafatwa n'ubuhumyi umare iminsi utareba izuba.â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6253,ACT.13.11,"Ako kanya Eluma aba nk'uri mu mwijima, arahumagurika ashaka abamurandata. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6254,ACT.13.12,"Wa mutegetsi abonye ibibaye atangazwa n'inyigisho za Nyagasani, maze aramwemera.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6256,ACT.13.13,"Pawulo n'abo bari kumwe binjirira mu bwato i Pafo, bafata hakurya i Periga ho muri Pamfiliya, Yohani Mariko we abasiga aho yisubirira i Yeruzalemu. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6257,ACT.13.14,"Bo bava i Periga barakomeza, maze bataha Antiyokiya ho muri Pisidiya. Ku munsi w'isabato binjira mu rusengero baricara. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6258,ACT.13.15,"Bamaze gusoma mu gitabo cy'Amategeko n'Abahanuzi, abayobozi b'urusengero babatumaho bati: â€œBavandimwe, turagira ngo mugire icyo mubwira abantu bacu, niba hari ufite ijambo ryo kubahugura.â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6260,ACT.13.16,"Pawulo arahaguruka arambura ukuboko abasaba gutuza, arababwira ati: â€œBisiraheli n'abandi mwese mwubaha Imana, nimunyumve. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6261,ACT.13.17,"Imana y'uyu muryango wa Isiraheli yatoranyije ba sogokuruza ibagira ubwoko bukomeye, igihe bari abasuhuke mu gihugu cya Misiri, nyuma ibakuzayo ukuboko kwayo gukomeye. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6262,ACT.13.18,Nuko imara imyaka mirongo ine yihanganira ingeso zabo,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6263,ACT.13.19,"Imana imaze kurimbura amahanga arindwi mu gihugu cya KanÄÅni, ikigabira abantu bayo kiba igihugu cyabo bwite, ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6264,ACT.13.20,bakimaramo imyaka magana ane na mirongo itanu.,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6265,ACT.13.20,â€œNyuma y'ibyo ibaha abacamanza,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6266,ACT.13.21,"Ubwo ni bwo basabye umwami wo kubategeka, Imana ibaha Sawuli mwene Kishi wo mu muryango wa Benyamini, abategeka imyaka mirongo ine. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6267,ACT.13.22,"Imana imaze kumukuraho ishyiraho Dawidi kugira ngo ababere umwami, iramuhamya iti: â€˜Niboneye Dawidi mwene Yese, umuntu unogeye uzakora ibyo nshaka byose.â€™ ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6268,ACT.13.23,"Yezu ukomoka kuri Dawidi uwo, ni we Imana yagize Umukiza w'Abisiraheli nk'uko yabisezeranye. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6269,ACT.13.24,"Nuko Yezu atarasesekara aho, Yohani yatangarizaga Abisiraheli bose ko bagomba kwihana ngo babatizwe. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6270,ACT.13.25,"Nuko Yohani ajya kurangiza umurimo we abaza abantu ati: â€˜Muragira ngo ndi nde? Sindi uwo mukeka. Ahubwo dore hari uje ankurikiye, ntibinankwiriye kumukuramo inkweto.â€™",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6272,ACT.13.26,"â€œBavandimwe, rubyaro rwa Aburahamu n'abandi bo muri mwe mwubaha Imana, ubu Butumwa bw'agakiza ni twe bwagenewe. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6273,ACT.13.27,"Abatuye i Yeruzalemu n'abategetsi babo ntibasobanukiwe Yezu uwo ari we, ntibanasobanukiwe ibyo abahanuzi bahanuye kuri we kandi bisomwa mu nsengero buri sabato. Nyamara babisohoje ubwabo igihe bamuciraga urwo gupfa. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6274,ACT.13.28,"Nubwo batabonye impamvu yo kumwicisha, basabye Pilato kumwica. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6275,ACT.13.29,"Bamaze gukora nk'uko byanditswe kuri we kose, bamumanura ku musaraba yabambweho bamushyira mu mva. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6276,ACT.13.30,Ariko Imana iramuzura. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6277,ACT.13.31,"Amara iminsi myinshi abonekera abo bari baragendanye kuva i Galileya kugera i Yeruzalemu, ubu ni bo bagabo bo guhamya ibyo muri rubanda. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6278,ACT.13.32,"None tubazaniye inkuru nziza: icyo Imana yasezeranyije ba sogokuruza, ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
6279,ACT.13.33,"yarakidukoreye twebwe abana babo ubwo yazuraga Yezu, nk'uko byanditswe muri zaburi ya kabiri ngo",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/ACT/13-d0fc8ea557247f8ae4153cdb87b4a62b.mp3?version_id=387
